Company,Location,State,Month,Quarter,PL_Head,Category,Budget,Actual,Salesperson
Company 8,Denver,Colorado,April,Quarter-2,Sales,Sales - Product 2,5668.93424,2267.573696,Yankee
Company 8,Denver,Colorado,April,Quarter-2,Sales,Sales - Product 3,5668.93424,5102.040816,Yankee
Company 8,Denver,Colorado,May,Quarter-2,Sales,Sales - Product 1,11337.86848,10770.97506,Victor
Company 8,Denver,Colorado,May,Quarter-2,Sales,Sales - Product 2,5668.93424,2267.573696,Yankee
Company 8,Denver,Colorado,May,Quarter-2,Sales,Sales - Product 3,5668.93424,6235.827664,Yankee
Company 8,Denver,Colorado,June,Quarter-2,Sales,Sales - Product 1,11337.86848,10770.97506,Victor
Company 8,Denver,Colorado,June,Quarter-2,Sales,Sales - Product 2,5668.93424,2267.573696,Yankee
Company 8,Denver,Colorado,June,Quarter-2,Sales,Sales - Product 3,5668.93424,6802.721088,Yankee
Company 8,Denver,Colorado,July,Quarter-3,Sales,Sales - Product 1,11337.86848,10770.97506,Victor
Company 8,Denver,Colorado,July,Quarter-3,Sales,Sales - Product 2,5668.93424,2267.573696,Yankee
Company 8,Denver,Colorado,July,Quarter-3,Sales,Sales - Product 3,5668.93424,4251.70068,Yankee
Company 8,Denver,Colorado,Aug,Quarter-3,Sales,Sales - Product 1,11337.86848,10770.97506,Victor
Company 8,Denver,Colorado,Aug,Quarter-3,Sales,Sales - Product 2,5668.93424,2267.573696,Yankee
Company 8,Denver,Colorado,Aug,Quarter-3,Sales,Sales - Product 3,5668.93424,4251.70068,Yankee
Company 8,Denver,Colorado,Sept,Quarter-3,Sales,Sales - Product 1,11337.86848,19274.37642,Victor
Company 8,Denver,Colorado,Sept,Quarter-3,Sales,Sales - Product 2,5668.93424,2267.573696,Yankee
Company 8,Denver,Colorado,Sept,Quarter-3,Sales,Sales - Product 3,5668.93424,4251.70068,Yankee
Company 8,Denver,Colorado,Oct,Quarter-4,Sales,Sales - Product 1,11337.86848,19274.37642,Victor
Company 8,Denver,Colorado,Oct,Quarter-4,Sales,Sales - Product 2,5668.93424,2267.573696,Yankee
Company 8,Denver,Colorado,Oct,Quarter-4,Sales,Sales - Product 3,5668.93424,4251.70068,Yankee
Company 8,Denver,Colorado,Nov,Quarter-4,Sales,Sales - Product 1,11337.86848,19274.37642,Victor
Company 8,Denver,Colorado,Nov,Quarter-4,Sales,Sales - Product 2,5668.93424,5102.040816,Yankee
Company 8,Denver,Colorado,Nov,Quarter-4,Sales,Sales - Product 3,5668.93424,4251.70068,Yankee
Company 8,Denver,Colorado,Dec,Quarter-4,Sales,Sales - Product 1,11337.86848,19274.37642,Victor
Company 8,Denver,Colorado,Dec,Quarter-4,Sales,Sales - Product 2,5668.93424,5102.040816,Yankee
Company 8,Denver,Colorado,Dec,Quarter-4,Sales,Sales - Product 3,5668.93424,5102.040816,Yankee
Company 9,Phoenix,Arizona,Jan,Quarter-1,Sales,Sales - Product 1,62358.27664,74829.93197,Alpha
Company 9,Phoenix,Arizona,Jan,Quarter-1,Sales,Sales - Product 2,31179.13832,12471.65533,Alpha
Company 9,Phoenix,Arizona,Jan,Quarter-1,Sales,Sales - Product 3,31179.13832,26502.26757,Bravo
Company 9,Phoenix,Arizona,Feb,Quarter-1,Sales,Sales - Product 1,62358.27664,74829.93197,Alpha
Company 9,Phoenix,Arizona,Feb,Quarter-1,Sales,Sales - Product 2,31179.13832,12471.65533,Alpha
Company 9,Phoenix,Arizona,Feb,Quarter-1,Sales,Sales - Product 3,31179.13832,24943.31066,Bravo
Company 9,Phoenix,Arizona,Mar,Quarter-1,Sales,Sales - Product 1,62358.27664,74829.93197,Alpha
Company 9,Phoenix,Arizona,Mar,Quarter-1,Sales,Sales - Product 2,31179.13832,12471.65533,Alpha
Company 9,Phoenix,Arizona,Mar,Quarter-1,Sales,Sales - Product 3,31179.13832,26814.05896,Bravo
Company 9,Phoenix,Arizona,April,Quarter-2,Sales,Sales - Product 1,62358.27664,59240.36281,Alpha
Company 9,Phoenix,Arizona,April,Quarter-2,Sales,Sales - Product 2,31179.13832,12471.65533,Alpha
Company 9,Phoenix,Arizona,April,Quarter-2,Sales,Sales - Product 3,31179.13832,28061.22449,Bravo
Company 9,Phoenix,Arizona,May,Quarter-2,Sales,Sales - Product 1,62358.27664,59240.36281,Alpha
Company 9,Phoenix,Arizona,May,Quarter-2,Sales,Sales - Product 2,31179.13832,12471.65533,Alpha
Company 9,Phoenix,Arizona,May,Quarter-2,Sales,Sales - Product 3,31179.13832,34297.05215,Bravo
Company 9,Phoenix,Arizona,June,Quarter-2,Sales,Sales - Product 1,62358.27664,59240.36281,Alpha
Company 9,Phoenix,Arizona,June,Quarter-2,Sales,Sales - Product 2,31179.13832,12471.65533,Alpha
Company 9,Phoenix,Arizona,June,Quarter-2,Sales,Sales - Product 3,31179.13832,37414.96599,Bravo
Company 9,Phoenix,Arizona,July,Quarter-3,Sales,Sales - Product 1,62358.27664,59240.36281,Alpha
Company 9,Phoenix,Arizona,July,Quarter-3,Sales,Sales - Product 2,31179.13832,12471.65533,Alpha
Company 9,Phoenix,Arizona,July,Quarter-3,Sales,Sales - Product 3,31179.13832,23384.35374,Bravo
Company 9,Phoenix,Arizona,Aug,Quarter-3,Sales,Sales - Product 1,62358.27664,59240.36281,Alpha
Company 9,Phoenix,Arizona,Aug,Quarter-3,Sales,Sales - Product 2,31179.13832,12471.65533,Alpha
Company 9,Phoenix,Arizona,Aug,Quarter-3,Sales,Sales - Product 3,31179.13832,23384.35374,Bravo
Company 9,Phoenix,Arizona,Sept,Quarter-3,Sales,Sales - Product 1,62358.27664,106009.0703,Alpha
Company 9,Phoenix,Arizona,Sept,Quarter-3,Sales,Sales - Product 2,31179.13832,12471.65533,Alpha
Company 9,Phoenix,Arizona,Sept,Quarter-3,Sales,Sales - Product 3,31179.13832,23384.35374,Bravo
Company 9,Phoenix,Arizona,Oct,Quarter-4,Sales,Sales - Product 1,62358.27664,106009.0703,Alpha
Company 9,Phoenix,Arizona,Oct,Quarter-4,Sales,Sales - Product 2,31179.13832,12471.65533,Alpha
Company 9,Phoenix,Arizona,Oct,Quarter-4,Sales,Sales - Product 3,31179.13832,23384.35374,Bravo
Company 9,Phoenix,Arizona,Nov,Quarter-4,Sales,Sales - Product 1,62358.27664,106009.0703,Alpha
Company 9,Phoenix,Arizona,Nov,Quarter-4,Sales,Sales - Product 2,31179.13832,28061.22449,Alpha
Company 9,Phoenix,Arizona,Nov,Quarter-4,Sales,Sales - Product 3,31179.13832,23384.35374,Bravo
Company 9,Phoenix,Arizona,Dec,Quarter-4,Sales,Sales - Product 1,62358.27664,106009.0703,Alpha
Company 9,Phoenix,Arizona,Dec,Quarter-4,Sales,Sales - Product 2,31179.13832,28061.22449,Alpha
Company 9,Phoenix,Arizona,Dec,Quarter-4,Sales,Sales - Product 3,31179.13832,28061.22449,Bravo
Company 10,Tucson,Arizona,Jan,Quarter-1,Sales,Sales - Product 1,68027.21088,81632.65306,Alpha
Company 10,Tucson,Arizona,Jan,Quarter-1,Sales,Sales - Product 2,34013.60544,13605.44218,Alpha
Company 10,Tucson,Arizona,Jan,Quarter-1,Sales,Sales - Product 3,34013.60544,28911.56463,Bravo
Company 10,Tucson,Arizona,Feb,Quarter-1,Sales,Sales - Product 1,68027.21088,81632.65306,Alpha
Company 10,Tucson,Arizona,Feb,Quarter-1,Sales,Sales - Product 2,34013.60544,13605.44218,Alpha
Company 10,Tucson,Arizona,Feb,Quarter-1,Sales,Sales - Product 3,34013.60544,27210.88435,Bravo
Company 10,Tucson,Arizona,Mar,Quarter-1,Sales,Sales - Product 1,68027.21088,81632.65306,Alpha
Company 10,Tucson,Arizona,Mar,Quarter-1,Sales,Sales - Product 2,34013.60544,13605.44218,Alpha
Company 10,Tucson,Arizona,Mar,Quarter-1,Sales,Sales - Product 3,34013.60544,29251.70068,Bravo
Company 10,Tucson,Arizona,April,Quarter-2,Sales,Sales - Product 1,68027.21088,64625.85034,Alpha
Company 10,Tucson,Arizona,April,Quarter-2,Sales,Sales - Product 2,34013.60544,13605.44218,Alpha
Company 10,Tucson,Arizona,April,Quarter-2,Sales,Sales - Product 3,34013.60544,30612.2449,Bravo
Company 10,Tucson,Arizona,May,Quarter-2,Sales,Sales - Product 1,68027.21088,64625.85034,Alpha
Company 10,Tucson,Arizona,May,Quarter-2,Sales,Sales - Product 2,34013.60544,13605.44218,Alpha
Company 10,Tucson,Arizona,May,Quarter-2,Sales,Sales - Product 3,34013.60544,37414.96599,Bravo
Company 10,Tucson,Arizona,June,Quarter-2,Sales,Sales - Product 1,68027.21088,64625.85034,Alpha
Company 10,Tucson,Arizona,June,Quarter-2,Sales,Sales - Product 2,34013.60544,13605.44218,Alpha
Company 10,Tucson,Arizona,June,Quarter-2,Sales,Sales - Product 3,34013.60544,40816.32653,Bravo
Company 10,Tucson,Arizona,July,Quarter-3,Sales,Sales - Product 1,68027.21088,64625.85034,Alpha
Company 10,Tucson,Arizona,July,Quarter-3,Sales,Sales - Product 2,34013.60544,13605.44218,Alpha
Company 10,Tucson,Arizona,July,Quarter-3,Sales,Sales - Product 3,34013.60544,25510.20408,Bravo
Company 10,Tucson,Arizona,Aug,Quarter-3,Sales,Sales - Product 1,68027.21088,64625.85034,Alpha
Company 10,Tucson,Arizona,Aug,Quarter-3,Sales,Sales - Product 2,34013.60544,13605.44218,Alpha
Company 10,Tucson,Arizona,Aug,Quarter-3,Sales,Sales - Product 3,34013.60544,25510.20408,Bravo
Company 10,Tucson,Arizona,Sept,Quarter-3,Sales,Sales - Product 1,68027.21088,115646.2585,Alpha
Company 10,Tucson,Arizona,Sept,Quarter-3,Sales,Sales - Product 2,34013.60544,13605.44218,Alpha
Company 10,Tucson,Arizona,Sept,Quarter-3,Sales,Sales - Product 3,34013.60544,25510.20408,Bravo
Company 10,Tucson,Arizona,Oct,Quarter-4,Sales,Sales - Product 1,68027.21088,115646.2585,Alpha
Company 10,Tucson,Arizona,Oct,Quarter-4,Sales,Sales - Product 2,34013.60544,13605.44218,Alpha
Company 10,Tucson,Arizona,Oct,Quarter-4,Sales,Sales - Product 3,34013.60544,25510.20408,Bravo
Company 10,Tucson,Arizona,Nov,Quarter-4,Sales,Sales - Product 1,68027.21088,115646.2585,Alpha
Company 10,Tucson,Arizona,Nov,Quarter-4,Sales,Sales - Product 2,34013.60544,30612.2449,Alpha
Company 10,Tucson,Arizona,Nov,Quarter-4,Sales,Sales - Product 3,34013.60544,25510.20408,Bravo
Company 10,Tucson,Arizona,Dec,Quarter-4,Sales,Sales - Product 1,68027.21088,115646.2585,Alpha
Company 10,Tucson,Arizona,Dec,Quarter-4,Sales,Sales - Product 2,34013.60544,30612.2449,Alpha
Company 10,Tucson,Arizona,Dec,Quarter-4,Sales,Sales - Product 3,34013.60544,30612.2449,Bravo
Company 11,New York,New York,Jan,Quarter-1,Sales,Sales - Product 1,79365.07937,95238.09524,Charlie
Company 11,New York,New York,Jan,Quarter-1,Sales,Sales - Product 2,39682.53968,15873.01587,Charlie
Company 11,New York,New York,Jan,Quarter-1,Sales,Sales - Product 3,39682.53968,33730.15873,Charlie
Company 11,New York,New York,Feb,Quarter-1,Sales,Sales - Product 1,79365.07937,95238.09524,Charlie
Company 11,New York,New York,Feb,Quarter-1,Sales,Sales - Product 2,39682.53968,15873.01587,Charlie
Company 11,New York,New York,Feb,Quarter-1,Sales,Sales - Product 3,39682.53968,31746.03175,Charlie
Company 11,New York,New York,Mar,Quarter-1,Sales,Sales - Product 1,79365.07937,95238.09524,Charlie
Company 11,New York,New York,Mar,Quarter-1,Sales,Sales - Product 2,39682.53968,15873.01587,Charlie
Company 11,New York,New York,Mar,Quarter-1,Sales,Sales - Product 3,39682.53968,34126.98413,Charlie
Company 11,New York,New York,April,Quarter-2,Sales,Sales - Product 1,79365.07937,75396.8254,Charlie
Company 11,New York,New York,April,Quarter-2,Sales,Sales - Product 2,39682.53968,15873.01587,Charlie
Company 11,New York,New York,April,Quarter-2,Sales,Sales - Product 3,39682.53968,35714.28571,Charlie
Company 11,New York,New York,May,Quarter-2,Sales,Sales - Product 1,79365.07937,75396.8254,Charlie
Company 11,New York,New York,May,Quarter-2,Sales,Sales - Product 2,39682.53968,15873.01587,Charlie
Company 11,New York,New York,May,Quarter-2,Sales,Sales - Product 3,39682.53968,43650.79365,Charlie
Company 11,New York,New York,June,Quarter-2,Sales,Sales - Product 1,79365.07937,75396.8254,Charlie
Company 11,New York,New York,June,Quarter-2,Sales,Sales - Product 2,39682.53968,15873.01587,Charlie
Company 11,New York,New York,June,Quarter-2,Sales,Sales - Product 3,39682.53968,47619.04762,Charlie
Company 11,New York,New York,July,Quarter-3,Sales,Sales - Product 1,79365.07937,75396.8254,Charlie
Company 11,New York,New York,July,Quarter-3,Sales,Sales - Product 2,39682.53968,15873.01587,Charlie
Company 11,New York,New York,July,Quarter-3,Sales,Sales - Product 3,39682.53968,29761.90476,Charlie
Company 11,New York,New York,Aug,Quarter-3,Sales,Sales - Product 1,79365.07937,75396.8254,Charlie
Company 11,New York,New York,Aug,Quarter-3,Sales,Sales - Product 2,39682.53968,15873.01587,Charlie
Company 11,New York,New York,Aug,Quarter-3,Sales,Sales - Product 3,39682.53968,29761.90476,Charlie
Company 11,New York,New York,Sept,Quarter-3,Sales,Sales - Product 1,79365.07937,134920.6349,Charlie
Company 11,New York,New York,Sept,Quarter-3,Sales,Sales - Product 2,39682.53968,15873.01587,Charlie
Company 11,New York,New York,Sept,Quarter-3,Sales,Sales - Product 3,39682.53968,29761.90476,Charlie
Company 11,New York,New York,Oct,Quarter-4,Sales,Sales - Product 1,79365.07937,134920.6349,Charlie
Company 11,New York,New York,Oct,Quarter-4,Sales,Sales - Product 2,39682.53968,15873.01587,Charlie
Company 11,New York,New York,Oct,Quarter-4,Sales,Sales - Product 3,39682.53968,29761.90476,Charlie
Company 11,New York,New York,Nov,Quarter-4,Sales,Sales - Product 1,79365.07937,134920.6349,Charlie
Company 11,New York,New York,Nov,Quarter-4,Sales,Sales - Product 2,39682.53968,35714.28571,Charlie
Company 11,New York,New York,Nov,Quarter-4,Sales,Sales - Product 3,39682.53968,29761.90476,Charlie
Company 11,New York,New York,Dec,Quarter-4,Sales,Sales - Product 1,79365.07937,134920.6349,Charlie
Company 11,New York,New York,Dec,Quarter-4,Sales,Sales - Product 2,39682.53968,35714.28571,Charlie
Company 11,New York,New York,Dec,Quarter-4,Sales,Sales - Product 3,39682.53968,35714.28571,Charlie
Company 12,Omaha,Nebraska,Jan,Quarter-1,Sales,Sales - Product 1,85034.01361,102040.8163,Charlie
Company 12,Omaha,Nebraska,Jan,Quarter-1,Sales,Sales - Product 2,42517.0068,17006.80272,Charlie
Company 12,Omaha,Nebraska,Jan,Quarter-1,Sales,Sales - Product 3,42517.0068,36139.45578,Charlie
Company 12,Omaha,Nebraska,Feb,Quarter-1,Sales,Sales - Product 1,85034.01361,102040.8163,Charlie
Company 12,Omaha,Nebraska,Feb,Quarter-1,Sales,Sales - Product 2,42517.0068,17006.80272,Charlie
Company 12,Omaha,Nebraska,Feb,Quarter-1,Sales,Sales - Product 3,42517.0068,34013.60544,Charlie
Company 12,Omaha,Nebraska,Mar,Quarter-1,Sales,Sales - Product 1,85034.01361,102040.8163,Charlie
Company 12,Omaha,Nebraska,Mar,Quarter-1,Sales,Sales - Product 2,42517.0068,17006.80272,Charlie
Company 12,Omaha,Nebraska,Mar,Quarter-1,Sales,Sales - Product 3,42517.0068,36564.62585,Charlie
Company 12,Omaha,Nebraska,April,Quarter-2,Sales,Sales - Product 1,85034.01361,80782.31293,Charlie
Company 12,Omaha,Nebraska,April,Quarter-2,Sales,Sales - Product 2,42517.0068,17006.80272,Charlie
Company 12,Omaha,Nebraska,April,Quarter-2,Sales,Sales - Product 3,42517.0068,38265.30612,Charlie
Company 12,Omaha,Nebraska,May,Quarter-2,Sales,Sales - Product 1,85034.01361,80782.31293,Charlie
Company 12,Omaha,Nebraska,May,Quarter-2,Sales,Sales - Product 2,42517.0068,17006.80272,Charlie
Company 12,Omaha,Nebraska,May,Quarter-2,Sales,Sales - Product 3,42517.0068,46768.70748,Charlie
Company 12,Omaha,Nebraska,June,Quarter-2,Sales,Sales - Product 1,85034.01361,80782.31293,Charlie
Company 12,Omaha,Nebraska,June,Quarter-2,Sales,Sales - Product 2,42517.0068,17006.80272,Charlie
Company 12,Omaha,Nebraska,June,Quarter-2,Sales,Sales - Product 3,42517.0068,51020.40816,Charlie
Company 12,Omaha,Nebraska,July,Quarter-3,Sales,Sales - Product 1,85034.01361,80782.31293,Charlie
Company 12,Omaha,Nebraska,July,Quarter-3,Sales,Sales - Product 2,42517.0068,17006.80272,Charlie
Company 12,Omaha,Nebraska,July,Quarter-3,Sales,Sales - Product 3,42517.0068,31887.7551,Charlie
Company 12,Omaha,Nebraska,Aug,Quarter-3,Sales,Sales - Product 1,85034.01361,80782.31293,Charlie
Company 12,Omaha,Nebraska,Aug,Quarter-3,Sales,Sales - Product 2,42517.0068,17006.80272,Charlie
Company 12,Omaha,Nebraska,Aug,Quarter-3,Sales,Sales - Product 3,42517.0068,31887.7551,Charlie
Company 12,Omaha,Nebraska,Sept,Quarter-3,Sales,Sales - Product 1,85034.01361,144557.8231,Charlie
Company 12,Omaha,Nebraska,Sept,Quarter-3,Sales,Sales - Product 2,42517.0068,17006.80272,Charlie
Company 12,Omaha,Nebraska,Sept,Quarter-3,Sales,Sales - Product 3,42517.0068,31887.7551,Charlie
Company 12,Omaha,Nebraska,Oct,Quarter-4,Sales,Sales - Product 1,85034.01361,144557.8231,Charlie
Company 12,Omaha,Nebraska,Oct,Quarter-4,Sales,Sales - Product 2,42517.0068,17006.80272,Charlie
Company 12,Omaha,Nebraska,Oct,Quarter-4,Sales,Sales - Product 3,42517.0068,31887.7551,Charlie
Company 12,Omaha,Nebraska,Nov,Quarter-4,Sales,Sales - Product 1,85034.01361,144557.8231,Charlie
Company 12,Omaha,Nebraska,Nov,Quarter-4,Sales,Sales - Product 2,42517.0068,38265.30612,Charlie
Company 12,Omaha,Nebraska,Nov,Quarter-4,Sales,Sales - Product 3,42517.0068,31887.7551,Charlie
Company 12,Omaha,Nebraska,Dec,Quarter-4,Sales,Sales - Product 1,85034.01361,144557.8231,Charlie
Company 12,Omaha,Nebraska,Dec,Quarter-4,Sales,Sales - Product 2,42517.0068,38265.30612,Charlie
Company 12,Omaha,Nebraska,Dec,Quarter-4,Sales,Sales - Product 3,42517.0068,38265.30612,Charlie
Company 13,Nebraska City,Nebraska,Jan,Quarter-1,Sales,Sales - Product 1,96371.88209,115646.2585,Charlie
Company 13,Nebraska City,Nebraska,Jan,Quarter-1,Sales,Sales - Product 2,48185.94104,19274.37642,Charlie
Company 13,Nebraska City,Nebraska,Jan,Quarter-1,Sales,Sales - Product 3,48185.94104,40958.04989,Charlie
Company 13,Nebraska City,Nebraska,Feb,Quarter-1,Sales,Sales - Product 1,96371.88209,115646.2585,Charlie
Company 13,Nebraska City,Nebraska,Feb,Quarter-1,Sales,Sales - Product 2,48185.94104,19274.37642,Charlie
Company 13,Nebraska City,Nebraska,Feb,Quarter-1,Sales,Sales - Product 3,48185.94104,38548.75283,Charlie
Company 13,Nebraska City,Nebraska,Mar,Quarter-1,Sales,Sales - Product 1,96371.88209,115646.2585,Charlie
Company 13,Nebraska City,Nebraska,Mar,Quarter-1,Sales,Sales - Product 2,48185.94104,19274.37642,Charlie
Company 13,Nebraska City,Nebraska,Mar,Quarter-1,Sales,Sales - Product 3,48185.94104,41439.9093,Charlie
Company 13,Nebraska City,Nebraska,April,Quarter-2,Sales,Sales - Product 1,96371.88209,91553.28798,Charlie
Company 13,Nebraska City,Nebraska,April,Quarter-2,Sales,Sales - Product 2,48185.94104,19274.37642,Charlie
Company 13,Nebraska City,Nebraska,April,Quarter-2,Sales,Sales - Product 3,48185.94104,43367.34694,Charlie
Company 13,Nebraska City,Nebraska,May,Quarter-2,Sales,Sales - Product 1,96371.88209,91553.28798,Charlie
Company 13,Nebraska City,Nebraska,May,Quarter-2,Sales,Sales - Product 2,48185.94104,19274.37642,Charlie
Company 13,Nebraska City,Nebraska,May,Quarter-2,Sales,Sales - Product 3,48185.94104,53004.53515,Charlie
Company 13,Nebraska City,Nebraska,June,Quarter-2,Sales,Sales - Product 1,96371.88209,91553.28798,Charlie
Company 13,Nebraska City,Nebraska,June,Quarter-2,Sales,Sales - Product 2,48185.94104,19274.37642,Charlie
Company 13,Nebraska City,Nebraska,June,Quarter-2,Sales,Sales - Product 3,48185.94104,57823.12925,Charlie
Company 13,Nebraska City,Nebraska,July,Quarter-3,Sales,Sales - Product 1,96371.88209,91553.28798,Charlie
Company 13,Nebraska City,Nebraska,July,Quarter-3,Sales,Sales - Product 2,48185.94104,19274.37642,Charlie
Company 13,Nebraska City,Nebraska,July,Quarter-3,Sales,Sales - Product 3,48185.94104,36139.45578,Charlie
Company 13,Nebraska City,Nebraska,Aug,Quarter-3,Sales,Sales - Product 1,96371.88209,91553.28798,Charlie
Company 13,Nebraska City,Nebraska,Aug,Quarter-3,Sales,Sales - Product 2,48185.94104,19274.37642,Charlie
Company 13,Nebraska City,Nebraska,Aug,Quarter-3,Sales,Sales - Product 3,48185.94104,36139.45578,Charlie
Company 13,Nebraska City,Nebraska,Sept,Quarter-3,Sales,Sales - Product 1,96371.88209,163832.1995,Charlie
Company 13,Nebraska City,Nebraska,Sept,Quarter-3,Sales,Sales - Product 2,48185.94104,19274.37642,Charlie
Company 13,Nebraska City,Nebraska,Sept,Quarter-3,Sales,Sales - Product 3,48185.94104,36139.45578,Charlie
Company 13,Nebraska City,Nebraska,Oct,Quarter-4,Sales,Sales - Product 1,96371.88209,163832.1995,Charlie
Company 13,Nebraska City,Nebraska,Oct,Quarter-4,Sales,Sales - Product 2,48185.94104,19274.37642,Charlie
Company 13,Nebraska City,Nebraska,Oct,Quarter-4,Sales,Sales - Product 3,48185.94104,36139.45578,Charlie
Company 13,Nebraska City,Nebraska,Nov,Quarter-4,Sales,Sales - Product 1,96371.88209,163832.1995,Charlie
Company 13,Nebraska City,Nebraska,Nov,Quarter-4,Sales,Sales - Product 2,48185.94104,43367.34694,Charlie
Company 13,Nebraska City,Nebraska,Nov,Quarter-4,Sales,Sales - Product 3,48185.94104,36139.45578,Charlie
Company 13,Nebraska City,Nebraska,Dec,Quarter-4,Sales,Sales - Product 1,96371.88209,163832.1995,Charlie
Company 13,Nebraska City,Nebraska,Dec,Quarter-4,Sales,Sales - Product 2,48185.94104,43367.34694,Charlie
Company 13,Nebraska City,Nebraska,Dec,Quarter-4,Sales,Sales - Product 3,48185.94104,43367.34694,Charlie
Company 14,Colorado Springs,Colorado,Jan,Quarter-1,Sales,Sales - Product 1,22675.73696,27210.88435,Victor
Company 14,Colorado Springs,Colorado,Jan,Quarter-1,Sales,Sales - Product 2,11337.86848,4535.147392,Yankee
Company 14,Colorado Springs,Colorado,Jan,Quarter-1,Sales,Sales - Product 3,11337.86848,9637.188209,Yankee
Company 14,Colorado Springs,Colorado,Feb,Quarter-1,Sales,Sales - Product 1,22675.73696,27210.88435,Victor
Company 14,Colorado Springs,Colorado,Feb,Quarter-1,Sales,Sales - Product 2,11337.86848,4535.147392,Yankee
Company 14,Colorado Springs,Colorado,Feb,Quarter-1,Sales,Sales - Product 3,11337.86848,9070.294785,Yankee
Company 14,Colorado Springs,Colorado,Mar,Quarter-1,Sales,Sales - Product 1,22675.73696,27210.88435,Victor
Company 14,Colorado Springs,Colorado,Mar,Quarter-1,Sales,Sales - Product 2,11337.86848,4535.147392,Yankee
Company 14,Colorado Springs,Colorado,Mar,Quarter-1,Sales,Sales - Product 3,11337.86848,9750.566893,Yankee
Company 14,Colorado Springs,Colorado,April,Quarter-2,Sales,Sales - Product 1,22675.73696,21541.95011,Victor
Company 14,Colorado Springs,Colorado,April,Quarter-2,Sales,Sales - Product 2,11337.86848,4535.147392,Yankee
Company 14,Colorado Springs,Colorado,April,Quarter-2,Sales,Sales - Product 3,11337.86848,10204.08163,Yankee
Company 14,Colorado Springs,Colorado,May,Quarter-2,Sales,Sales - Product 1,22675.73696,21541.95011,Victor
Company 14,Colorado Springs,Colorado,May,Quarter-2,Sales,Sales - Product 2,11337.86848,4535.147392,Yankee
Company 14,Colorado Springs,Colorado,May,Quarter-2,Sales,Sales - Product 3,11337.86848,12471.65533,Yankee
Company 14,Colorado Springs,Colorado,June,Quarter-2,Sales,Sales - Product 1,22675.73696,21541.95011,Victor
Company 14,Colorado Springs,Colorado,June,Quarter-2,Sales,Sales - Product 2,11337.86848,4535.147392,Yankee
Company 14,Colorado Springs,Colorado,June,Quarter-2,Sales,Sales - Product 3,11337.86848,13605.44218,Yankee
Company 14,Colorado Springs,Colorado,July,Quarter-3,Sales,Sales - Product 1,22675.73696,21541.95011,Victor
Company 14,Colorado Springs,Colorado,July,Quarter-3,Sales,Sales - Product 2,11337.86848,4535.147392,Yankee
Company 14,Colorado Springs,Colorado,July,Quarter-3,Sales,Sales - Product 3,11337.86848,8503.401361,Yankee
Company 14,Colorado Springs,Colorado,Aug,Quarter-3,Sales,Sales - Product 1,22675.73696,21541.95011,Victor
Company 14,Colorado Springs,Colorado,Aug,Quarter-3,Sales,Sales - Product 2,11337.86848,4535.147392,Yankee
Company 14,Colorado Springs,Colorado,Aug,Quarter-3,Sales,Sales - Product 3,11337.86848,8503.401361,Yankee
Company 14,Colorado Springs,Colorado,Sept,Quarter-3,Sales,Sales - Product 1,22675.73696,38548.75283,Victor
Company 14,Colorado Springs,Colorado,Sept,Quarter-3,Sales,Sales - Product 2,11337.86848,4535.147392,Yankee
Company 14,Colorado Springs,Colorado,Sept,Quarter-3,Sales,Sales - Product 3,11337.86848,8503.401361,Yankee
Company 14,Colorado Springs,Colorado,Oct,Quarter-4,Sales,Sales - Product 1,22675.73696,38548.75283,Victor
Company 14,Colorado Springs,Colorado,Oct,Quarter-4,Sales,Sales - Product 2,11337.86848,4535.147392,Yankee
Company 14,Colorado Springs,Colorado,Oct,Quarter-4,Sales,Sales - Product 3,11337.86848,8503.401361,Yankee
Company 14,Colorado Springs,Colorado,Nov,Quarter-4,Sales,Sales - Product 1,22675.73696,38548.75283,Victor
Company 14,Colorado Springs,Colorado,Nov,Quarter-4,Sales,Sales - Product 2,11337.86848,10204.08163,Yankee
Company 14,Colorado Springs,Colorado,Nov,Quarter-4,Sales,Sales - Product 3,11337.86848,8503.401361,Yankee
Company 14,Colorado Springs,Colorado,Dec,Quarter-4,Sales,Sales - Product 1,22675.73696,38548.75283,Victor
Company 14,Colorado Springs,Colorado,Dec,Quarter-4,Sales,Sales - Product 2,11337.86848,10204.08163,Yankee
Company 14,Colorado Springs,Colorado,Dec,Quarter-4,Sales,Sales - Product 3,11337.86848,10204.08163,Yankee
Company 1,San Francisco,California,Jan,Quarter-1,Cost,Cost - Product 1,18424.03628,22108.84354,NA
Company 1,San Francisco,California,Jan,Quarter-1,Cost,Cost - Product 2,9212.018141,3684.807256,NA
Company 1,San Francisco,California,Jan,Quarter-1,Cost,Cost - Product 3,9212.018141,7830.21542,NA
Company 1,San Francisco,California,Feb,Quarter-1,Cost,Cost - Product 1,18424.03628,22108.84354,NA
Company 1,San Francisco,California,Feb,Quarter-1,Cost,Cost - Product 2,9212.018141,3684.807256,NA
Company 1,San Francisco,California,Feb,Quarter-1,Cost,Cost - Product 3,9212.018141,7369.614512,NA
Company 1,San Francisco,California,Mar,Quarter-1,Cost,Cost - Product 1,18424.03628,22108.84354,NA
Company 1,San Francisco,California,Mar,Quarter-1,Cost,Cost - Product 2,9212.018141,3684.807256,NA
Company 1,San Francisco,California,Mar,Quarter-1,Cost,Cost - Product 3,9212.018141,7922.335601,NA
